9.377403259277343750e+01,-2.104999923706054688e+01,2.575194358825683594e+01
9.296499633789062500e+01,-2.283768463134765625e+01,2.565050506591796875e+01
9.296499633789062500e+01,-2.482660102844238281e+01,2.578284072875976562e+01
8.791551208496093750e+01,-2.925000000000000000e+01,2.482646369934082031e+01
8.506499481201171875e+01,-3.021122169494628906e+01,2.418790245056152344e+01
8.506499481201171875e+01,-3.214828872680664062e+01,2.436652374267578125e+01
4.252833938598632812e+01,-1.705578231811523438e+01,1.227767753601074219e+01
8.506499481201171875e+01,-3.611348724365234375e+01,2.476208496093750000e+01
3.668302536010742188e+01,-1.645003128051757812e+01,1.077220058441162109e+01
3.593294906616210938e+01,-1.698811531066894531e+01,1.064999961853027344e+01
3.558471679687500000e+01,-1.770596313476562500e+01,1.064999961853027344e+01
3.253451919555664062e+01,-1.701140022277832031e+01,9.837353706359863281e+00
3.100254821777343750e+01,-1.701139831542968750e+01,9.475507736206054688e+00
3.094833946228027344e+01,-1.779907989501953125e+01,9.566225051879882812e+00
3.404985427856445312e+01,-2.050319290161132812e+01,1.064999961853027344e+01
3.363143539428710938e+01,-2.118253898620605469e+01,1.064999961853027344e+01
3.319946289062500000e+01,-2.185334396362304688e+01,1.064999961853027344e+01
3.275413131713867188e+01,-2.251532363891601562e+01,1.064999961853027344e+01
3.229559326171875000e+01,-2.316824722290039062e+01,1.064999961853027344e+01
3.182404136657714844e+01,-2.381184005737304688e+01,1.064999961853027344e+01
3.121859359741210938e+01,-2.435139846801757812e+01,1.060888671875000000e+01
2.023785018920898438e+01,-1.645000076293945312e+01,6.988137245178222656e+00
1.942766571044921875e+01,-1.644999885559082031e+01,6.821064472198486328e+00
1.865506744384765625e+01,-1.644999885559082031e+01,6.664417743682861328e+00
1.828147506713867188e+01,-1.678475761413574219e+01,6.649999618530273438e+00
1.794088745117187500e+01,-1.714832687377929688e+01,6.649999618530273438e+00
1.759305572509765625e+01,-1.750499534606933594e+01,6.649999618530273438e+00
1.723813438415527344e+01,-1.785461807250976562e+01,6.649999618530273438e+00
1.687628936767578125e+01,-1.819701576232910156e+01,6.649999618530273438e+00
1.650762176513671875e+01,-1.853210639953613281e+01,6.649999618530273438e+00
1.613230514526367188e+01,-1.885972785949707031e+01,6.649999618530273438e+00
1.575047779083251953e+01,-1.917975234985351562e+01,6.649999618530273438e+00
1.536231422424316406e+01,-1.949204254150390625e+01,6.649999618530273438e+00
1.496795368194580078e+01,-1.979648971557617188e+01,6.649999618530273438e+00
1.456757736206054688e+01,-2.009293746948242188e+01,6.649999618530273438e+00
1.416133308410644531e+01,-2.038129997253417969e+01,6.649999618530273438e+00
1.374937438964843750e+01,-2.066144561767578125e+01,6.649999618530273438e+00
1.333187007904052734e+01,-2.093326950073242188e+01,6.649999618530273438e+00
1.290899848937988281e+01,-2.119665718078613281e+01,6.649999618530273438e+00
1.248091316223144531e+01,-2.145150756835937500e+01,6.649999618530273438e+00
1.204780292510986328e+01,-2.169771957397460938e+01,6.649999618530273438e+00
9.003788948059082031e+00,-1.701140022277832031e+01,5.157279014587402344e+00
8.571166992187500000e+00,-1.701139831542968750e+01,5.104079246520996094e+00
8.147216796875000000e+00,-1.701140022277832031e+01,5.053983211517333984e+00
7.731347560882568359e+00,-1.701139831542968750e+01,5.006860256195068359e+00
7.322998046875000000e+00,-1.701139640808105469e+01,4.962590217590332031e+00
7.228339672088623047e+00,-1.776515579223632812e+01,5.139103889465332031e+00
8.890146255493164062e+00,-2.317122840881347656e+01,6.649999618530273438e+00
8.423247337341308594e+00,-2.334500885009765625e+01,6.649999618530273438e+00
7.952963829040527344e+00,-2.350937843322753906e+01,6.649999618530273438e+00
7.479462623596191406e+00,-2.366427993774414062e+01,6.649999618530273438e+00
7.002943992614746094e+00,-2.380963897705078125e+01,6.649999618530273438e+00
6.523618221282958984e+00,-2.394541358947753906e+01,6.649999618530273438e+00
